,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
441194873_18436995793015183_5897724158877825507_n.jpg,1.3422006664739545,0.8048289307193968,0.38209512667486223,0.03849666532297776,-0.7709127257503209,0.46977311930542043,-0.11167785009857213,-0.20111360531358302,0.6332645785217573,0.48713065891002344,-0.27233725440331424,-0.32417548869754825,-0.018790174861231385,0.20623127068115582,0.09435146581340581,0.12081156449240538,0.2869703393828386
444500969_814925486842510_247374699371162267_n.webp,0.2495661193655446,-0.5150839033520398,0.25227252998782973,-0.5031392540910512,0.39788617647165464,0.4231058349057663,0.11000232404248374,-0.2167219240021281,-0.04628306444817815,-0.17624117060583155,0.058405367929130036,0.027443718267853297,-0.049098847664112856,-0.06838351500024185,0.1231109479620433,-0.1550016035878428,-0.12299383094420278
447619913_424252503860357_4071290716504873426_n.heic,0.4350394564036662,0.018067764482915104,-0.8657586030524622,-0.2841117766371149,-0.11187430627214566,-0.33931041471756945,-0.2875498773588259,-0.15266712485281586,-0.08709960754405538,-0.08013471462908289,0.07104364969887125,0.00762322524515676,-0.13023277818673482,0.05431182247289163,-0.05319454811832569,-0.13799918787687906,0.13022024321785047
447849375_3440207669610535_6825774654327103764_n.heic,0.6538746877999381,0.12210825282821625,-0.8407359298458317,-0.30989838126242575,-0.11047798790068956,-0.48097917050882816,-0.35442610275012937,-0.10158151261209107,-0.2281835506236258,-0.15317186946071754,0.05955355490834202,-0.01256220011537493,-0.12212937935609335,0.03524008030225027,-0.015192954295263413,-0.04707376081595457,-0.007540282239831991
447804920_486577957126745_6210581744965358789_n.heic,-0.11514551370272483,-0.24931680883867385,0.15802683777910936,0.38295160912867854,0.0986566970712706,-0.2952740578844021,-0.08636840777531327,0.024249788112903143,0.08444525233040828,-0.11883753243605004,-0.1322390072683667,-0.06440623440044083,-0.017078719451096465,0.055022640940163056,0.07544313355980244,0.06175914882286849,-0.06811272311199343
447612624_1920204195116820_3002657129667145462_n.heic,-0.08120858193514849,-0.4357060980401345,-0.4486591810655807,0.02593373480198471,0.8039160158739743,-0.11165374654101366,-0.07571270494082843,-0.02808631418878667,0.0432087100882551,-0.05157285397955958,0.10139021650018665,0.037298748474052394,0.0037021526669820956,0.06370814220224195,-0.040542886219571424,0.024912039198708394,-0.042244126292071825
447660886_391055119951678_1705153965734673832_n.heic,0.01078112872857843,-0.6020942558956989,-0.1771565928276409,0.7535604468897023,-0.22457300720188908,0.1052186045272048,-0.0875834660386879,0.22520515866405594,-0.029276907056452334,-0.022379810265746154,0.13600961323006888,-0.024034857110355058,-0.049573496603157866,-0.019035125515322632,-0.06911739217078251,-0.02797590597099883,-0.050823835562558616
447591054_1402151627163713_1037344818148734375_n.jpg,-0.11962645757613617,0.33403883269823254,0.2547188751421466,-0.2964604114177217,0.45192944756532805,0.5150485464241529,0.3804834833226182,-0.1728157549903248,0.1270299014302014,0.2111087648769652,0.4137601475719072,0.023628233717407323,-0.007371622197845188,0.2743563431074986,0.420013060486372,0.020713821806567518,0.09931525169090154
447917215_1390795211620216_7859036618501120198_n.jpg,-0.8664063103580204,-0.042112213458855706,0.6768823308722305,-0.27560806391889686,-0.008908604513076937,0.07880032897131543,-0.44607999621220557,-0.08126461947375344,0.06854640061274661,-0.08860260046580129,-0.035036194793917924,0.10609795361297511,0.06554992758151384,-0.11467486262296592,-0.006946572897457311,-0.07547765314486339,-0.04055304022020384
447613235_962317265364515_1639095122740888541_n.jpg,-0.6908016620348952,0.28542750827251545,-0.06993305520525239,0.7353487255042469,0.23199168390407976,-0.03352046459682439,-0.4842903987240459,0.09419974709941722,0.09777234786712798,0.03705115173145039,-0.10431820056818462,0.15019396758463846,-0.06019101970166527,0.019589738920581436,-0.12731277182894746,-0.0740638837348009,-0.08719967515475621
