,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
447469408_486069220444423_5188209603816264877_n.jpg,0.4588235294117647,0.2823529411764706,0.2196078431372549,0.29330065846443176,0.10180000215768814,0.7529411764705882,0.7254901960784313,0.7647058823529411,0.052647508680820465,0.01573333330452442,0.3254901960784314,0.16470588235294117,0.10980392156862745,0.2089967578649521,0.11486666649580002,0.9142622947692871,0.8313493728637695,0.6887639760971069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0
447600379_743932257707572_626698253282052354_n.jpg,0.3843137254901961,0.30196078431372547,0.23137254901960785,0.2729594111442566,0.09073333442211151,0.7176470588235294,0.8196078431372549,0.9098039215686274,0.007107895333319902,0.01140000019222498,0.27450980392156865,0.2,0.12549019607843137,0.2588273882865906,0.1446000039577484,0.9763240814208984,0.9752995371818542,0.9074326157569885,0.8240025043487549,0.7308251261711121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0
447826081_420941620838172_9104752989154609764_n.jpg,0.26666666666666666,0.1843137254901961,0.20784313725490197,0.1201578825712204,0.03337777778506279,0.7529411764705882,0.7843137254901961,0.49411764705882355,0.0885656401515007,0.023955555632710457,0.2235294117647059,0.19607843137254902,0.20784313725490197,0.09509807080030441,0.1087111085653305,0.9692442417144775,0.9549864530563354,0.950506865978241,0.8698875904083252,0.7847277522087097,0.590876042842865,0.05255126953125,0.5673224329948425,0.0864073634147644,0.0,0.0,0.7,0.0,1.0,0.0
447637866_472128788615368_5871446674025357213_n.jpg,0.28627450980392155,0.1803921568627451,0.17254901960784313,0.18504439294338226,0.03355555608868599,0.7647058823529411,0.7568627450980392,0.7647058823529411,0.08513175696134567,0.06653333455324173,0.2,0.40784313725490196,0.14901960784313725,0.001509867375716567,0.0004888888797722757,0.964949905872345,0.9530096650123596,0.9446408152580261,0.8632552623748779,0.7606936693191528,0.6465533971786499,0.3614501953125,0.5321009755134583,0.091552734375,0.0,0.0,0.7,0.0,1.0,0.0
447869978_1026761825829899_3012589638110608698_n.jpg,0.6470588235294118,0.5882352941176471,0.596078431372549,0.18125806748867035,0.11622222512960434,0.09019607843137255,0.0784313725490196,0.08627450980392157,0.02731381170451641,0.11204444617033005,0.43137254901960786,0.6980392156862745,0.40784313725490196,0.011179735884070396,0.003555555595085025,0.9732279181480408,0.9728278517723083,0.9687978625297546,0.9619904160499573,0.9140456914901733,0.5979344248771667,0.17360687255859375,0.5753399729728699,0.056396484375,0.5709046721458435,0.0389556884765625,1.0,0.0,1.0,0.0
447674022_769327355312805_5706256901021035551_n.jpg,0.6627450980392157,0.6039215686274509,0.611764705882353,0.16788193583488464,0.06866666674613953,0.592156862745098,0.6235294117647059,0.3568627450980392,0.007245209999382496,0.0020000000949949026,0.6901960784313725,0.5803921568627451,0.592156862745098,0.12260793894529343,0.02213333360850811,0.9742581248283386,0.9674451947212219,0.9559118747711182,0.8700969815254211,0.860427975654602,0.6384062767028809,0.148284912109375,0.6090449690818787,0.22679901123046875,0.5835549235343933,0.26332855224609375,1.0,0.0,1.0,0.0
447917215_1390795211620216_7859036618501120198_n.jpg,0.6588235294117647,0.596078431372549,0.596078431372549,0.1699530929327011,0.08346666395664215,0.08627450980392157,0.06666666666666667,0.047058823529411764,0.1661975234746933,0.2624889016151428,0.3607843137254902,0.5450980392156862,0.23921568627450981,0.0062269833870232105,0.0008888888987712562,0.9760739803314209,0.9754387736320496,0.9745318293571472,0.9702152013778687,0.9616292119026184,0.5660809874534607,0.09743499755859375,0.5279235243797302,0.0665435791015625,0.5075263381004333,0.105743408203125,1.0,0.0,1.0,0.0
447613235_962317265364515_1639095122740888541_n.jpg,0.5215686274509804,0.4549019607843137,0.43529411764705883,0.14491014182567596,0.1464444398880005,0.7686274509803922,0.8274509803921568,0.4196078431372549,0.008601289242506027,0.0027111112140119076,0.8627450980392157,0.9176470588235294,0.6274509803921569,0.007719143759459257,0.004399999976158142,0.9427977204322815,0.9152922630310059,0.8721479773521423,0.8714637756347656,0.8627704977989197,0.6448774337768555,0.08580780029296875,0.6194380521774292,0.07097244262695312,0.6139692664146423,0.07421875,1.0,0.0,1.0,0.0
447877962_1149358763012601_6886019381693813204_n.jpg,0.6666666666666666,0.6196078431372549,0.6274509803921569,0.30340468883514404,0.0863555520772934,0.4117647058823529,0.49411764705882355,0.24313725490196078,0.007663313765078783,0.011599999852478504,0.30980392156862746,0.5176470588235295,0.08235294117647059,0.00683992262929678,0.006311111152172089,0.9438061118125916,0.9295629262924194,0.9114107489585876,0.8569343090057373,0.757953941822052,0.6065894365310669,0.05471038818359375,0.5632860064506531,0.06663322448730469,0.5520111918449402,0.1688690185546875,1.0,0.0,1.0,0.0
447678082_1178285410017254_8069793776482891786_n.jpg,0.23921568627450981,0.1843137254901961,0.16470588235294117,0.08291153609752655,0.04528889060020447,0.4117647058823529,0.30196078431372547,0.30196078431372547,0.071300208568573,0.020355556160211563,0.6235294117647059,0.8196078431372549,0.5254901960784314,0.047205887734889984,0.01653333380818367,0.9753068685531616,0.9708289504051208,0.9642989039421082,0.9496662020683289,0.9154021143913269,0.6569984555244446,0.292236328125,0.5711507201194763,0.3991127014160156,0.0,0.0,1.0,0.0,1.0,0.0
447693736_1169105407454295_4031064256890878091_n.jpg,0.8352941176470589,0.7568627450980392,0.6509803921568628,0.11166960000991821,0.05000000074505806,0.8784313725490196,0.9568627450980393,0.8,0.10745185613632202,0.014488888904452324,0.6274509803921569,0.8588235294117647,0.5529411764705883,0.053662050515413284,0.005066666752099991,0.9750419855117798,0.9690230488777161,0.9102610349655151,0.8316338062286377,0.8022423982620239,0.6282140016555786,0.15343475341796875,0.5638325810432434,0.06570243835449219,0.0,0.0,1.0,0.0,1.0,0.0
447812244_830181195644020_6495836698832573382_n.jpg,0.7607843137254902,0.7725490196078432,0.792156862745098,0.19531208276748657,0.080844447016716,0.5254901960784314,0.4627450980392157,0.3411764705882353,0.06856740266084671,0.05622222274541855,0.08235294117647059,0.0784313725490196,0.07450980392156863,0.04543538764119148,0.15915556252002716,0.9786294102668762,0.9748743772506714,0.9717119336128235,0.9184640049934387,0.8816723823547363,0.6914177536964417,0.23151397705078125,0.6707165241241455,0.08013916015625,0.0,0.0,1.0,0.0,1.0,0.0
434569119_1106797577043885_6325495216043385294_n.jpg,0.6392156862745098,0.596078431372549,0.5647058823529412,0.14674299955368042,0.08277777582406998,0.09019607843137255,0.058823529411764705,0.023529411764705882,0.07073672115802765,0.04605555534362793,0.5137254901960784,0.4666666666666667,0.43529411764705883,0.13797052204608917,0.1322222203016281,0.8431451916694641,0.7179996967315674,0.7102785706520081,0.6708626747131348,0.6586642861366272,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0
442463367_941223651127109_3524963207010418270_n.webp,0.16862745098039217,0.23529411764705882,0.11372549019607843,0.12261167913675308,0.08972222357988358,0.23529411764705882,0.48627450980392156,0.6941176470588235,0.12006744742393494,0.02500000037252903,0.19607843137254902,0.3254901960784314,0.43529411764705883,0.11006839573383331,0.02405555546283722,0.9888108372688293,0.9613199830055237,0.9557564854621887,0.8625630140304565,0.7413204908370972,0.7105910778045654,0.39783525466918945,0.0,0.0,0.0,0.0,0.8,0.0,1.0,0.0
436307978_2317752461905714_5794138977406830981_n.webp,0.12941176470588237,0.23137254901960785,0.34901960784313724,0.15479223430156708,0.02288888953626156,0.23529411764705882,0.48627450980392156,0.6980392156862745,0.13915233314037323,0.02544444426894188,0.26666666666666666,0.35294117647058826,0.19607843137254902,0.1100204735994339,0.07494444400072098,0.989102303981781,0.957107424736023,0.9546682238578796,0.7495453953742981,0.7340049147605896,0.6241877675056458,0.40945959091186523,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0
447916793_520599410303296_3494590814192221054_n.jpg,0.4,0.25882352941176473,0.5529411764705883,0.3221703767776489,0.09551110863685608,0.1568627450980392,0.06274509803921569,0.2235294117647059,0.09154479950666428,0.04586666822433472,0.6666666666666666,0.5647058823529412,0.8235294117647058,0.021645186468958855,0.053688887506723404,0.8413205742835999,0.602532148361206,0.5708612203598022,0.5125588178634644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
447917827_3406755922958421_3695745866695640131_n.jpg,0.6588235294117647,0.06666666666666667,0.984313725490196,0.4907497465610504,0.0568888895213604,0.4980392156862745,0.058823529411764705,0.7803921568627451,0.172706738114357,0.025777777656912804,0.3333333333333333,0.043137254901960784,0.5254901960784314,0.1419118046760559,0.028844444081187248,0.9008246064186096,0.5694244503974915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0
447940120_344989981695095_5137864411195915723_n.webp,0.5215686274509804,0.2901960784313726,0.1607843137254902,0.1560491919517517,0.015753887593746185,0.43137254901960786,0.5137254901960784,0.2823529411764706,0.07577718794345856,0.022718053311109543,0.5843137254901961,0.7098039215686275,0.29411764705882354,0.010807076469063759,0.02900608442723751,0.9691554307937622,0.9206655025482178,0.8905336260795593,0.7159713506698608,0.7115257382392883,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.0,0.0
447242950_18009795470422286_1287236116427855635_n.jpg,0.4196078431372549,0.5137254901960784,0.26666666666666666,0.39432036876678467,0.26038888096809387,0.8509803921568627,0.4666666666666667,0.3215686274509804,0.004963017534464598,0.00033333332976326346,0.596078431372549,0.2784313725490196,0.12941176470588237,0.003927060402929783,0.00027777778450399637,0.9815219640731812,0.9756174087524414,0.9644571542739868,0.9558736085891724,0.9233446717262268,0.5025599598884583,0.00732421875,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.0
445227008_1951169905354393_5881264950990217940_n.webp,0.32941176470588235,0.4627450980392157,0.4470588235294118,0.1459396481513977,0.03804444521665573,0.09411764705882353,0.09411764705882353,0.09019607843137255,0.13991191983222961,0.27142220735549927,0.2980392156862745,0.34509803921568627,0.34509803921568627,0.13602237403392792,0.09946666657924652,0.9361208081245422,0.9342676997184753,0.5673096776008606,0.5659025311470032,0.517030656337738,0.5635857582092285,0.11948966979980469,0.5446925163269043,0.0881500244140625,0.0,0.0,0.7,0.0,1.0,0.0
447685966_1012251457127230_924922567709790141_n.webp,0.34901960784313724,0.19215686274509805,0.023529411764705882,0.47466427087783813,0.07599999755620956,0.4980392156862745,0.4470588235294118,0.47058823529411764,0.019311074167490005,0.01988888904452324,0.047058823529411764,0.18823529411764706,0.25098039215686274,0.010664979927241802,0.06199999898672104,0.9661549925804138,0.9477065205574036,0.9327482581138611,0.8741008639335632,0.8364558815956116,0.5059247016906738,0.6905531883239746,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
447306493_1170600070622428_1267832792315780024_n.jpg,0.41568627450980394,0.49411764705882355,0.3411764705882353,0.1269734650850296,0.17294444143772125,0.8117647058823529,0.5529411764705883,0.06666666666666667,0.08995693922042847,0.016055556014180183,0.9294117647058824,0.7568627450980392,0.23921568627450981,0.06892256438732147,0.009333333000540733,0.9778211116790771,0.9774346947669983,0.9434909224510193,0.8439757823944092,0.8222068548202515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
447933531_432750362881787_9125384997691205913_n.webp,0.7137254901960784,0.6313725490196078,0.5137254901960784,0.17264008522033691,0.030622221529483795,0.47843137254901963,0.2784313725490196,0.10588235294117647,0.11010399460792542,0.012622222304344177,0.043137254901960784,0.01568627450980392,0.011764705882352941,0.019378185272216797,0.27826666831970215,0.9650946855545044,0.9289107918739319,0.8599398732185364,0.825234591960907,0.7668089270591736,0.5509413480758667,0.3854484558105469,0.5192847847938538,0.039447784423828125,0.0,0.0,1.0,0.0,1.0,0.0
438108786_18111579034372424_829486813548795507_n.jpg,0.30980392156862746,0.17254901960784313,0.10980392156862745,0.13332058489322662,0.028153153136372566,0.10980392156862745,0.34509803921568627,0.403921568627451,0.05504697188735008,0.005585585720837116,0.9137254901960784,0.7490196078431373,0.4196078431372549,0.0034760846756398678,0.0023873874451965094,0.5778337121009827,0.5661460757255554,0.517440140247345,0.0,0.0,0.7089986205101013,0.6981065571308136,0.5280545353889465,0.35135650634765625,0.0,0.0,1.0,0.5,1.0,0.0
447229744_993774061740179_8309143109288201661_n.jpg,0.8156862745098039,0.7647058823529411,0.6823529411764706,0.21477408707141876,0.10927777737379074,0.7294117647058823,0.5529411764705883,0.5764705882352941,0.12043727934360504,0.0284444447606802,0.9176470588235294,0.8862745098039215,0.8509803921568627,0.050673726946115494,0.04205555468797684,0.9615065455436707,0.9304463267326355,0.8488830327987671,0.8315516114234924,0.7917420864105225,0.5996188521385193,0.7828059196472168,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
447067594_430236316481617_1304910711246962796_n.jpg,0.7490196078431373,0.7764705882352941,0.7647058823529411,0.21085727214813232,0.07555555552244186,0.26666666666666666,0.19215686274509805,0.09803921568627451,0.029308700934052467,0.10483333468437195,0.803921568627451,0.7529411764705882,0.6666666666666666,0.19314903020858765,0.04444444552063942,0.9696322679519653,0.9478023052215576,0.946607232093811,0.7277621626853943,0.7269783020019531,0.5525051951408386,0.5949974060058594,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
447174757_796513615922342_4639507068913616878_n.jpg,0.8196078431372549,0.7607843137254902,0.6666666666666666,0.1769534796476364,0.042722221463918686,0.7490196078431373,0.9058823529411765,0.9647058823529412,0.010438848286867142,0.0018888888880610466,0.08627450980392157,0.050980392156862744,0.023529411764705882,0.006251496262848377,0.21183332800865173,0.9702174663543701,0.953142523765564,0.9329662322998047,0.7538290619850159,0.7350937128067017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
447197012_813449234184461_7132412545008586549_n.jpg,0.8274509803921568,0.7803921568627451,0.6470588235294118,0.2922467887401581,0.05744444578886032,0.5686274509803921,0.45098039215686275,0.27058823529411763,0.03981399163603783,0.05999999865889549,0.08627450980392157,0.027450980392156862,0.00784313725490196,0.0024756314232945442,0.06411111354827881,0.9729626774787903,0.9712150692939758,0.9589032530784607,0.899507462978363,0.8555178046226501,0.7091811895370483,0.4062767028808594,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
447297093_833179998175047_207328966466854324_n.jpg,0.8196078431372549,0.8431372549019608,0.08627450980392157,0.25011682510375977,0.10366666316986084,0.47058823529411764,0.5098039215686274,0.03529411764705882,0.16776150465011597,0.16188888251781464,0.9333333333333333,0.9019607843137255,0.796078431372549,0.0636838749051094,0.06949999928474426,0.8801363110542297,0.8437951803207397,0.6433974504470825,0.6208837032318115,0.6186383962631226,0.6387011408805847,0.16101837158203125,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
