,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
447681862_801015521996627_8290274006767394044_n.jpg,0.43415460706350456,0.2797661530960673,-0.3236674348164883,0.3812212064330915,-0.2739870374506485,0.5179270565341028,-0.6400467907072693,0.08914295343539202,0.09178940362942056,0.08614495142954615,0.025123578334347838,0.15709533043287252,-0.055390365717056605,0.0016672734717913416,0.006459641170240958,0.007087579127693325
447819138_849555427053955_951733568937063013_n.jpg,0.005280919461477689,0.44363488952963526,-0.5900008979013975,-0.31764237696757003,0.2672102561036637,0.42250685546202554,-0.12663869697513389,0.4424340254340674,0.06349268873250231,-0.0372422032487414,0.041741755726570115,0.08696339418000827,-0.1576083385253937,-0.06703693697458647,0.0474983808152573,0.039492486542062895
446346704_423457630547293_7321454315803388520_n.jpg,0.0939903396513787,1.1336434625120153,0.7060095321453569,-0.27460854760635584,-0.5520646186197987,0.21883777408313132,0.3991041076142998,0.3217167737628659,-0.09582393569762396,-0.012146077877059711,-0.05362022957287336,-0.2625587312311994,0.11018694570389015,0.039388462663886584,-0.09042425531609068,-0.160981499895754
446343139_485817944013472_85990395159179919_n.jpg,-0.17453761083425515,0.16645486584612573,-0.22130363181543303,-0.9152082100223047,0.08959322219313924,-0.3700259714084611,-0.1434217319672071,-0.09282311442599281,0.00837615235104503,-0.049723681681054864,0.00858242711020489,0.15521347019493964,-0.02473465719505369,-0.03637306182935902,-0.139539566605686,0.06452783577842823
446346704_423457630547293_7321454315803388520_n.jpg,0.0939903396513789,1.133643462512016,0.7060095321453573,-0.2746085476063564,-0.5520646186197987,0.21883777408313168,0.39910410761429993,0.3217167737628661,-0.09582393569762372,-0.01214607787705949,-0.05362022957287338,-0.2625587312311994,0.11018694570389058,0.039388462663886604,-0.0904242553160909,-0.16098149989575392
405212796_732690724939077_3474785725554946972_n.jpg,-0.27302868847171474,-0.2742473729449927,0.011868126074734857,-0.28318491408571933,0.36174307592658644,-0.7179973390653974,-0.00032603692862532256,0.28438302494640616,0.1366577469225039,-0.20402664204590806,-0.012191561284328805,0.005774978623996314,-0.04435548719485625,-0.051541059158483005,-0.08761457156125907,-0.0849339117117209
342222195_614476747242902_6870393440340467140_n.jpg,-0.5206360861057043,0.6420248716187951,0.07732386737735257,0.00177570222902814,-0.2275257868398024,-0.24624474600512417,0.24146702959180766,0.7043747917935473,-0.21018769575999965,0.14555403076140846,-0.07719164008163654,0.2234905842647096,-0.10183855552424634,0.15476110763010184,0.08198066816767047,0.0741335537114746
403901837_672904214930125_2727271248798524665_n.jpg,0.10151611910485055,0.528885692106453,-0.3647049041101039,0.42312374837249095,0.5492788115110985,0.0760919230521845,0.016924134319926506,-0.09487672148346789,-0.162397553197299,-0.08925835306693282,0.08157962402638429,-0.06587924246378157,-0.22913926732020737,-0.26152035218606534,0.2025306748244307,0.10670228016912071
442459748_457901256781993_5540417900836114004_n.jpg,0.4163533155704883,0.27412606743886314,-0.2125355266766292,-0.16171617336026345,-0.3313000420187072,0.5549405033062058,0.06174574826166743,0.47290954462079443,0.02584336111511599,0.13088218509312374,0.13139626219206377,-0.20912161602776372,0.262565757298572,-0.11194280858132145,0.008934911965084944,0.06993604270339643
447936130_3318834441594441_2764859589299225956_n.webp,0.12490452742223483,-0.9437488421384561,0.16438315205651327,0.2548193069682624,-0.03890762832528124,0.7971865967778293,0.587084079638299,0.3068667400615587,-0.10404759554127137,0.1665943740041592,-0.16589327260413617,0.24641924801597678,0.12076435841156817,-0.20585124432035054,-0.1608248219341696,0.0043983337666813095
447941428_976463397160654_491292090528401212_n.webp,-0.051806977238593524,0.36264678556154417,0.14901836673198912,-0.4275718108557676,-0.6554040992428988,-0.07827942565346545,-0.20449920777779637,0.3116836395309097,0.13431894542610215,0.03801462361574047,-0.02035149435444552,-0.33856620855436814,0.020374654371442223,0.0653672764449624,-0.14136097629394245,0.016312080162147014
