,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
447861416_825867576136215_5130480985134150766_n.webp,-0.4192604942731494,0.0633999034108474,0.04418578084454529,-0.01087632394832468,0.07649560535616827,0.16196452773274528,-0.3115377914047363,0.20179289076045698,0.13191223276939534,-0.02399116845318773,-0.06740830135357308,0.060262075987543705,-0.03819966603485524,0.02155220944286658,-0.044479569209993346,0.04369804625142141
447045750_1433121490652885_2768526376644003202_n.webp,-0.3311411588889543,-0.2880908682285556,-0.14518452777822552,0.034047439140708145,0.03964971259899974,0.23382337549642632,-0.20390862276058316,0.13098354064907883,0.0032581429181247333,-0.04144942304691505,-0.07129490947624584,0.05304291587360679,-0.04381434146431558,-0.009709106088756744,-0.057801346639360894,0.09693631581649759
447174757_1186004665910205_7030394858497242714_n.webp,-0.2798288166275301,-0.5086490155131224,-0.047026277191169204,0.15875295460243827,0.2292223626057461,0.1871946372456796,-0.3057951420490809,0.14122599740661604,0.014682157605168961,-0.04011381383941973,-0.15772031423607988,0.015676239507318192,-0.09265484348520917,-0.058268034216290995,0.014598876988635927,0.05855931972784674
447102199_1139080947311013_4117930554504482041_n.webp,-0.34507076672792547,-0.5350027208331047,-0.08226339879637565,0.10906615168661031,0.4486386988886323,-0.02077282740682248,-0.08382323429810942,0.13262612829049347,-0.015124469386302752,-0.0035124876342710774,-0.021389940419936436,0.044088657039665226,0.09314682598641708,0.028106187304894788,0.2129933168769574,0.185429470076906
445013687_7173727382731665_2682418181744660260_n.jpg,0.4421571379910049,0.5557718551685968,0.4147284691293365,0.5903921322344424,0.3752062577383535,-0.21399422250581351,-0.18028099334252184,-0.33359976401627045,0.27652092088803715,-0.22262962495172597,-0.0879230668431445,0.11798905753810128,0.01375335578367902,0.0628045411151076,-0.10030842066498005,0.07927739421820164
446585750_1570385623539011_3049729267940730823_n.jpg,0.14918893272961845,-0.2804466522941896,-0.4997521780704496,0.13786809940311553,-0.2651371106318252,-0.33138637653672604,-0.4424154567416497,0.0747510468786639,0.0976631560401788,0.0033543789656176105,-0.12703160204420366,0.037459496689247036,-0.02360510146864279,-0.07229070845729407,0.04490664287435236,0.00021363578647287293
446130230_452759040736418_4973561229692033114_n.webp,-0.638860935730952,-0.0870704508845763,-0.08781484753858257,-0.08724408833156959,0.2807484569974535,-0.35303949604246837,0.32919465883294,-0.03422553037743898,0.10551446262728226,0.18456146495608858,0.048618731794007594,0.04288419299148679,0.02495908677060448,-0.09004425768825357,-0.11750242451874977,-0.04062829017270013
447104113_984840283117870_3873624891877062784_n.jpg,0.3620545932423833,-0.26711062319051726,0.32524060995021736,-0.7012005354498702,-0.1565047049690797,-0.27295786054428534,-0.469902615607842,0.020870930611062877,-0.023450609629372204,0.04828649399134563,0.0017687614500852163,0.002875163954046306,0.07159946380534787,0.05677337878720113,-0.08521937569022957,0.05886237927542886
447518657_791085073115795_7768583223269121923_n.jpg,-0.2734542789341328,0.4210795735363634,-0.653904268881446,-0.372090423782009,0.3490197565095092,-0.4457018869029494,0.0707171268815601,0.02718580451904641,0.09351874313621117,0.13161814054671986,0.09809854202013171,-0.12007775195616728,-0.1286231731988459,0.008132857721067793,-0.1228387956446042,-0.06977519126561356
447469408_486069220444423_5188209603816264877_n.jpg,0.7502887787944915,-0.14280337207029245,0.7070256837042295,0.0010136309896072331,0.5542985049749856,-0.17523372793751862,-0.38190050146257576,-0.24948963235899085,-0.11532635091985441,-0.017394738757853974,-0.051696474273568396,-0.04946112189277846,0.11374646414448074,-0.025083910756973103,0.005662223878740741,-0.11342537196126368
