,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
447873282_376937321510396_2158826525475055022_n.jpg,0.04335839238785142,0.15415897634819775,0.42022223802111336,0.4080546969111181,-0.1283268560057542,-0.05534710334763712,0.7065090216885057,0.3325397457121605,-0.24724288384937476,-0.023282573502888232,0.023306772257824834,-0.19942413553137747,0.11720765065520333,0.08765836729077814,-0.21437320272725355,-0.05278033009459025,0.05365884215196841
447648385_3740633379597871_2387161881341543300_n.jpg,0.9960659613129719,0.5949542855883828,-0.13558391734000752,0.5404003888626596,0.3214236089126121,-0.319658871422475,0.8037000392744689,0.5454735540618014,-0.05765995523088113,-0.05106667777385315,0.13353563279773717,0.06970256320112639,0.010271740858110586,-0.12536536862357464,-0.1576574909197856,-0.005717985508609006,-0.04238287121619421
447771642_469182262371916_27126094143886285_n.jpg,1.099684563550157,0.7867729034785802,0.7164468808275728,-0.7700041072070835,-0.180412458262314,-0.302834669073647,0.7306392302537095,0.1587582708750969,-0.6220168715458115,-0.07217899545497715,0.001430653609177029,0.04783145245130791,0.37836673655344477,-0.1498681331327677,0.07476450827022506,-0.19456902811980675,0.14138953210777058
447485344_865690548733277_7695352599787668777_n.jpg,-0.761531061378569,0.28198765270782133,-0.16890963997615607,0.16657502470494892,0.339560763317255,-0.04788329382684999,-0.0914600742962161,-0.05075595179261079,-0.08455110524182892,-0.09805029033431989,0.15905770806133426,-0.2204782694301368,-0.020799027777637053,0.24671519936451886,0.2041713443949386,0.10670869547727521,-0.04101641395523405
445270446_1132245131383381_4936527847145918938_n.webp,0.12698256243608044,-0.3684756558060023,-0.265082809738462,0.31862863773163413,0.7105615059919057,-0.5266758660576373,-0.3583280813880601,-0.03548803369958261,-0.24238568694240523,-0.054914098019149954,0.196007701176381,0.03399932187934526,-0.039931671219061854,0.04845799833962703,-0.07354748038953289,0.0043491973901710725,0.02512787094855282
445376057_6927818983984250_3068643180596726154_n.webp,0.14151134246645988,-0.23548781588808165,-0.7896414109332494,0.275826578322134,0.27256502745402933,-0.4194348367078758,-0.29957327438306447,-0.11255004589748319,0.38480619216684747,-0.04006348345745191,0.024557673802297963,-0.08182222783130869,0.07864618787334868,0.10104103267766568,-0.10084771027372069,-0.03722764650255317,0.16641672851612574
445316071_1470324563877882_5471217676368251983_n.webp,0.20810334150669346,-0.11475449953926267,0.6824497944021141,-0.1924764704305806,0.010576846574458955,-0.455443509367796,-0.15822468442125176,-0.05293538460514333,0.23767257181965035,-0.4058088352086571,-0.1926858081409597,-0.27930065918968616,0.41595648203107033,-0.12822882931452456,0.34545452180304603,-0.2622455496054581,0.18937992867996833
445373258_1407051616681856_3424456837312786336_n.webp,-0.06376370377799669,-0.7113123985755612,0.5918727885230026,-0.030495229006749835,0.12717423187679422,-0.26896126881418936,-0.3295234197992583,-0.06972411493674542,0.07840927170172232,-0.31153453959281757,0.1809357932328172,-0.09065972045234241,0.4336190276584023,-0.20837606360661112,0.26675602517085373,-0.25910839662240537,0.037266917814935026
447157234_386647863755404_1619762448189233248_n.jpg,0.5541914716765171,0.04157403053383159,-0.8483420889932084,-0.29004134363669565,-0.04739086678768131,-0.37653251039156865,-0.2827485323123317,0.030624293486644038,0.3664383737105367,-0.12726382006047496,-0.018389466115028546,-0.011289034270971218,-0.02457006412184892,0.02812594018750937,-0.030533474007711968,0.056770792253840664,-0.03817371930219897
447141250_1577632189466717_2419781842114065311_n.jpg,-0.07872529703067252,-0.4254244496010847,-0.6537624912533266,0.0012384871574348272,-0.16942630045332852,0.4688794745383246,0.11440512825166932,0.06888924266395631,-0.09733516101793575,-0.06520570935482249,0.027922978349406657,0.12891204270964385,-0.027588264413276636,0.005323293815669649,-0.024505857185215474,0.04331861290248853,-0.018375895183259786
444500969_814925486842510_247374699371162267_n.webp,0.24956495673589005,-0.5212934001258827,0.2807082092899382,-0.4765268296952703,0.4213291267210521,0.4063603416540257,0.09540795916188616,-0.2187685039550112,0.03653679847774731,-0.18341712744114233,0.057503745192893974,0.03140771850629338,-0.03035945146890118,-0.07600968213789092,0.12509517987797295,-0.15320903433514352,-0.028422008690124925
447174757_796513615922342_4639507068913616878_n.jpg,-0.25790962822767693,-0.43983624714510966,-0.5746270561007178,-0.04128699503016132,-1.0571775744499055,0.04710691588117666,-0.25032098900891153,-0.15024806936134133,0.03440730056255222,-0.10290474585639661,0.08916453345988458,0.0944102879595029,-0.03391100075317158,-0.03267228778389838,-0.03630243920366914,0.19420569273613328,-0.09010645482775409
447197012_813449234184461_7132412545008586549_n.jpg,-0.6853167645909928,-0.1476730273083549,0.19422701520541408,-0.316445852001413,-0.8462105799005619,-0.18085402526226635,0.217773345495683,-0.03313224376133923,-0.037612169965335646,0.011470000668632222,-0.11620641478242467,-0.037784170355061465,-0.06918703499801168,0.011405223384145464,-0.005655601515793478,-0.05156070877985667,-0.01963259141992118
413906319_306670182363484_1623580661684960295_n.jpg,-0.5516054614997046,0.39185954003522394,-0.22001926655693035,0.4023415140623437,-0.691560314814278,0.12171152997599244,-0.4452987215302732,0.0909523682309126,0.023599167102838638,-0.1186005405942929,-0.10153612429739682,-0.005635523240395789,-0.09756763973917017,-0.01808932753774881,-0.09414428132837552,0.011114515839307405,0.02490514813957047
445227008_1951169905354393_5881264950990217940_n.webp,-0.17666978705014252,0.13892101166576418,0.4254558856700865,-0.5280991544654479,0.17863213149034282,-0.005318071567730384,-0.15577865118091214,-0.1358734030397939,0.01495495647241418,-0.22236878893312212,-0.0021871277962649607,-0.10005322677584004,-0.047238712025106135,0.14304531532435588,0.2786678443563357,-0.045022003247626494,-0.08850668312447606
424812190_936496981255709_5905397311010954122_n.jpg,-0.13281255536440564,-0.5546532912220306,0.16962877360892872,-0.38152316446077805,0.06370261914726864,-0.2962454232691389,-0.32304400274919953,0.07297034771815915,-0.018672951903859637,-0.014137768596045925,-0.012960142413552216,0.1997108349665565,0.07514461711567832,0.13454220213861504,-0.02426052483614726,0.010410839977238356,-0.041887010893776944
444500969_814925486842510_247374699371162267_n.webp,0.24966464264446503,-0.5212897489380071,0.28064929166204033,-0.4765337944952196,0.421344331639344,0.40636945495855487,0.09534763922778847,-0.21891848478705891,0.037633555921221945,-0.18371819992574984,0.057209152544260365,0.031242214740865866,-0.03058407648655718,-0.0758688330958529,0.12486069828155083,-0.1536579479789527,-0.027434355318159485
397061491_223858103911114_140584261054747490_n.jpg,1.1257176953414423,0.0972779935690957,-0.12799537658435992,-0.053536752048493355,0.6080316681904016,-0.7802484920535372,-0.4754104026002179,0.045368776003557376,-0.30680863099727784,-0.06169943405679133,0.1632353589758806,0.052041466816528124,-0.02581077645710241,0.036533875085717066,0.005192054636424843,-0.07460950409607872,0.00094865585986701
397468857_3566007680384436_3922272720808354130_n.jpg,1.0631175577788454,0.014459138331229537,-0.3746493313072431,-0.011651489437763507,0.11479546169190624,-0.0014695596709803165,-0.035933090838186466,0.3002165642508935,0.14026521611219075,-0.06678087571710228,-0.043196031119608715,0.13834480860332882,-0.11041818339044568,0.07746849731953398,0.01668986436777215,0.02988138615662728,-0.19046611658444892
398392958_1123737535731768_8006289991643213076_n.jpg,1.4760409186228707,0.06882565289136684,0.3078775198468828,-0.32093028747114405,-0.4271027045568736,-0.0123413491185366,-0.20491003703967098,0.06466185929082392,-0.59792929489019,0.08807261261279435,0.10373974994436846,0.026196058146047616,-0.022930834071931753,0.03240675318798535,-0.0640522092858243,-0.11839547214719481,0.13140852343058523
397461051_744300507520114_4035488412144156954_n.jpg,1.0392364011370046,0.2270903489263249,-0.24049671519461158,-1.0473868933548904,0.21273998451400578,-0.6795268653987263,-0.44896496370168665,-0.04595701104492775,-0.338156766161202,0.14187815936893544,0.07363944691933716,0.03460616939195943,0.018810598434469836,-0.03241502259879627,0.07277952993912234,-0.17376057097827177,-0.03407228348884825
447461207_1178430273171146_5753259809928785755_n.jpg,0.7791266947434873,0.8317830328682865,0.2309765423538928,-0.7907736739944858,-0.3966997291568147,-0.5143264146996375,-0.3367055685635111,0.2244612889761422,-0.31907682791012165,0.05426023796831058,0.12443641117096206,-0.3172641746854395,-0.2787792053686683,0.09253320957557033,0.11308299912605455,-0.02338749476273792,0.07468326701592982
447620611_906999291257507_7684561421610554562_n.webp,-0.8028540153911962,-0.16100117180801282,0.22478618746689674,-0.6229569086164884,0.405974965884059,-0.4880750443716814,0.1943433365822837,-0.02809726555325427,-0.06135416564465945,-0.015565250537982153,-0.17873065422357817,0.05299189075441471,0.21077888752289176,0.07925673986508402,0.06964755765672398,-0.03658475384411865,-0.061251072193098874
445227008_1951169905354393_5881264950990217940_n.webp,-0.17666978705014252,0.13892101166576418,0.4254558856700865,-0.5280991544654479,0.17863213149034282,-0.005318071567730384,-0.15577865118091214,-0.1358734030397939,0.01495495647241418,-0.22236878893312212,-0.0021871277962649607,-0.10005322677584004,-0.047238712025106135,0.14304531532435588,0.2786678443563357,-0.045022003247626494,-0.08850668312447606
447485344_865690548733277_7695352599787668777_n.jpg,-0.7616940542839666,0.2818979317113279,-0.1689394856042464,0.16661027940738937,0.339563000156655,-0.04784443990171485,-0.09146900330345566,-0.050878489446231044,-0.08436276446701275,-0.09809457891449173,0.15897972403559532,-0.22047143039561323,-0.0208356603663871,0.24682926818205755,0.2040572499135949,0.10631326369555359,-0.040395340518199624
446350540_1444320182957167_5279528732628825771_n.jpg,1.3432548498306598,0.27548854813412343,-0.6633430965072121,-0.3519947915199728,-0.1500994391003843,0.17327747122078532,0.020968260116897335,-0.0023437721744092354,-0.3085925384638908,0.10810343601435286,0.08973059771049191,-0.1028709153674454,0.05855233150882477,-0.054469962957158835,-0.03176967499980283,0.06688539844162161,-0.049084441885355705
446350674_1487609608494671_2684105724929803000_n.jpg,0.7987021143126889,0.6711551404908472,-0.10372043393095194,-0.5377105220120219,-0.0326575590434193,-0.2489319560397375,0.35119936467255386,0.0002684641830454917,-0.10741728936863293,-0.14205202411441076,-0.23184231264186078,-0.17282507539602937,-0.0686910428274276,0.0434711584882551,0.0690214443127549,0.00482090461395769,-0.0928207569207418
446350409_920350889891305_2610929672546697740_n.webp,-0.3352455985968629,-0.5581373027186559,-0.3268661099048848,-0.17793625181374964,0.18222467995223796,0.06103136175479866,-0.05842241836752384,0.1895515312349617,-0.03622315594322173,0.02567092349845425,0.0899763476076672,0.004466114353917895,0.07746108839874165,0.04228724478319486,-0.05604098830098163,0.002781357491699506,-0.03980837009846684
373253886_1640460756477406_3885647034980480871_n.jpg,-0.5968183294194355,0.004873188102543072,-0.1411448053460916,-0.2932990671632202,0.034396459210537605,-0.14531740326087414,0.7050635874395277,0.12098979450259766,-0.06328004396111524,0.04214496623633672,0.10802848267911204,0.09980206555489946,0.04428633171691835,-0.030302982336514798,-0.15464320120449107,-0.08370137342851075,-0.00957727884875925
447485344_865690548733277_7695352599787668777_n.jpg,-0.7615940707056693,0.28196895080053774,-0.1688977368611332,0.16658594273597294,0.3395566756127092,-0.047887815211559485,-0.09145561493571812,-0.05076144240896246,-0.08488552332953016,-0.09796212066663813,0.15914170944360675,-0.22042016393026662,-0.020746727786451515,0.24671618303368018,0.2041983517957259,0.10666614769670339,-0.04107313456273772
447619913_424252503860357_4071290716504873426_n.heic,0.4354550401683247,0.003597970321976217,-0.8519467504089089,-0.31310681894657,-0.12262974181595748,-0.32738744697653144,-0.30130026791964215,-0.13709339851243316,0.0908156641330975,-0.09004118746185319,0.06357598475583386,0.004396625230622724,-0.13907834071962002,0.03277697009089279,-0.06338483316964395,-0.1470922550979294,0.056356105943372106
447849375_3440207669610535_6825774654327103764_n.heic,0.6530105893392313,0.10752645330486595,-0.8265978659681694,-0.33796433872077675,-0.12956360146289814,-0.4684149787511718,-0.36495806826767097,-0.07944100951506095,0.22122723734528763,-0.17504556102237773,0.056509511291434694,-0.01428820996584868,-0.12464442840838588,0.01347212458458902,-0.025259904503547218,-0.07413104782519948,-0.07770388901028133
447804920_486577957126745_6210581744965358789_n.heic,-0.11748016738701758,-0.24009382024181639,0.1498076077919378,0.3988257757100093,0.0860987893109994,-0.2988819687104765,-0.08577586619995393,0.028675175140337128,-0.0885677742668545,-0.11417621207513767,-0.13500021161010006,-0.06742040373450105,-0.03608742265514563,0.042861859932430184,0.07300907751356088,0.04150797820930457,-0.07830330066708514
447612624_1920204195116820_3002657129667145462_n.heic,-0.07909113815101879,-0.42993462146234,-0.437353648989296,0.03427821817214289,0.8055398052874365,-0.13066320079241425,-0.111044744791115,-0.023815596628166853,-0.039040859426783654,-0.0536272479378055,0.10300963793537128,0.026444091875581832,-0.010921237563016183,0.0643932405092772,-0.0405431571406063,0.008242919836871643,-0.06727913485893446
447660886_391055119951678_1705153965734673832_n.heic,0.015348866189560778,-0.5883826513413353,-0.1918460315918893,0.762733047710441,-0.22473350555634505,0.11265020227729526,-0.07244407691895044,0.22683761029331082,0.02347671301535157,-0.022862336019249113,0.1351419845059533,-0.021585042662446947,-0.0418432457536193,-0.028447469349698343,-0.07340947181406555,-0.03301348535945686,-0.019380099117894792
446808994_1645044182980345_7478563426127214704_n.jpg,-0.8650069467492394,0.08681806383341856,0.2876436952529974,0.5378978158094743,-0.08010484875676573,-0.21400348101281771,0.04838851736085236,0.3053516151346747,0.024705294756224426,0.1663949795453128,0.3967883929465021,-0.39796326400500387,0.07238105776915903,0.14751850687424778,0.024580178167123524,-0.018076010155453525,-0.002421066432287482
398334119_307946245424354_4909216788552273539_n.jpg,-0.13905799396904892,0.16627834170332437,0.2680587611738957,-0.5893517439198018,0.08070356944979229,-0.05798942396993541,0.4690802595683807,0.011691050069614906,-0.16386204500178594,-0.17935889092564472,-0.16503579737146284,-0.09244197442174971,-0.014640643773837664,0.14382270353843293,-0.06230453382001097,0.0014317351117267762,-0.021691145911354435
357652228_254774443952794_4851314177763728803_n.jpg,0.6586369718171459,-0.2569323443578767,0.03551471151796942,-0.2056406285262248,0.3930480211856009,-0.06373956276117758,-0.04032572944908842,0.4077365982153571,0.46291074103365815,-0.16456850889013888,-0.006540941653665847,-0.027220198409937734,-0.14135220530058057,-0.06502279823884559,-0.020562468237116716,0.06878459726244465,0.01973294039765787
444988567_17990500724648592_3999195884971913580_n.jpg,0.026064667313480384,-0.5894871565136036,0.5082362810529483,-0.5819943769523027,-0.3926372863073913,0.025493733270553414,-0.23741398518735984,-0.14607974832676662,-0.037871382931075497,-0.09710215472664069,0.09347972867362325,0.050302184689236945,-0.05099232297162852,0.03668259043251557,-0.03558202017372767,0.016743318242595694,-0.06479906899370647
444988567_17990500724648592_3999195884971913580_n.jpg,0.026064667313480384,-0.5894871565136036,0.5082362810529483,-0.5819943769523027,-0.3926372863073913,0.025493733270553414,-0.23741398518735984,-0.14607974832676662,-0.037871382931075497,-0.09710215472664069,0.09347972867362325,0.050302184689236945,-0.05099232297162852,0.03668259043251557,-0.03558202017372767,0.016743318242595694,-0.06479906899370647
357652228_254774443952794_4851314177763728803_n.jpg,0.6586369718171459,-0.2569323443578767,0.03551471151796942,-0.2056406285262248,0.3930480211856009,-0.06373956276117758,-0.04032572944908842,0.4077365982153571,0.46291074103365815,-0.16456850889013888,-0.006540941653665847,-0.027220198409937734,-0.14135220530058057,-0.06502279823884559,-0.020562468237116716,0.06878459726244465,0.01973294039765787
306639373_3389014171420898_5146566713139257610_n.jpg,0.2539774620504448,-0.5109869410705765,-0.12489974699326058,0.40364901890589117,-0.565977535484963,0.48551314305017157,0.04486647755011788,-0.04798423598695385,0.013883072767116549,0.3702717351028631,-0.1342677272899126,0.008041219414201713,0.11714268303324034,0.2134632080869257,-0.14607482164298205,0.05246153298726486,-0.05997307708806611
306943366_487710493205479_6290774964223489306_n.jpg,0.07608960701810974,-0.6142393430306113,0.14525526901827288,0.22185760460043827,-0.07549520901706377,0.23822190150310693,0.001586144168925322,0.34123924248687676,0.04128138794800012,-0.010860209089124617,0.05383009269570286,0.038499807565230734,-0.01916609086087284,0.12076971623771329,-0.08658041576444243,-0.07042716564345279,-0.04525634021617038
306760173_1491460397993922_5273857410330644792_n.jpg,0.2760816127659345,-0.5021435491875941,-0.16284647371997968,0.44339592135934225,-0.7282411342622405,0.3904057832181317,-0.009900380236367728,-0.4661457557005786,0.24540041027541531,0.6751518217129323,-0.23538341373128438,-0.033491185316173115,0.10436351099940107,-0.04096253847475368,-0.002610257701340662,0.08555128786312625,-0.11204785084632533
